Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,CA,California,San Luis Obispo,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,8.9,12.5,283159,06079,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-120.4488974 35.3881891)
2020,CA,California,Kings,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,56,,,52.7,59.2,153443,06031,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-119.8155301 36.072478)
2020,CA,California,Napa,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.4,,,29.0,31.6,136207,06055,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-122.3259045 38.5070999)
2020,CA,California,San Luis Obispo,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.2,,,5.2,12.2,283159,06079,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-120.4488974 35.3881891)
2021,CA,California,Alpine,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.6,12.4,1235,06003,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-119.7983522 38.6217831)
2020,CA,California,Mendocino,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,29.2,,,22.4,36.4,91305,06045,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-123.4428811 39.4323876)
2021,CA,California,Placer,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.7,,,11.8,15.9,412300,06061,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-120.7227181 39.0620323)
2021,CA,California,Merced,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33,,,25.8,40.8,286461,06047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.7228019 37.1948063)
2021,CA,California,Modoc,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60,,,53.9,66.2,8661,06049,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-120.7183704 41.5929185)
2021,CA,California,Napa,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.4,136207,06055,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-122.3259045 38.5070999)
2021,CA,California,Calaveras,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,41.1,,,36.0,46.2,46221,06009,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-120.5541065 38.1910682)
2021,CA,California,Butte,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31,,,23.9,38.5,208309,06007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.6032086 39.6653362)
2021,CA,California,Inyo,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.4,13.0,18970,06027,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-117.4042092 36.5621604)
2021,CA,California,Kings,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.8,,,4.3,5.4,153443,06031,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-119.8155301 36.072478)
2021,CA,California,Sierra,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.7,,,14.4,19.0,3283,06091,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-120.5219926 39.5769252)
2021,CA,California,Tulare,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,19.3,,,15.0,24.4,477054,06107,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-118.7810551 36.2288339)
2021,CA,California,Siskiyou,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.2,,,14.0,20.7,44118,06093,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-122.5332868 41.5879861)
2020,CA,California,Plumas,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,68.4,,,63.2,73.1,19915,06063,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-120.8243709 39.9922953)
2021,CA,California,San Bernardino,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.2,,,17.6,23.2,2194710,06071,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-116.1815707 34.8566615)
2020,CA,California,Fresno,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,79.8,,,77.8,81.8,1013581,06019,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-119.6550193 36.7610058)
2021,CA,California,Lake,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.6,,,7.7,9.5,68766,06033,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-122.7467569 39.0948019)
2021,CA,California,Mono,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,12.1,,,10.0,14.3,13247,06051,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-118.8751668 37.9158363)
2021,CA,California,Fresno,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.4,,,18.5,24.6,1013581,06019,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-119.6550193 36.7610058)
2021,CA,California,Orange,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,13.8,19.2,3167809,06059,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-117.7772068 33.6756872)
2021,CA,California,Tehama,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,54.9,,,49.5,60.0,65498,06103,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-122.2322737 40.1261573)
2020,CA,California,El Dorado,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.9,,,30.1,43.9,193221,06017,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-120.5342245 38.7856116)
2021,CA,California,Sacramento,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.2,,,15.3,21.2,1588921,06067,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-121.3443291 38.4501363)
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.1,,,9.5,12.9,28100,06015,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-123.9809983 41.7499033)
2020,CA,California,Kern,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,54.3,,,50.7,57.5,917673,06029,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-118.7295064 35.3466288)
2021,CA,California,Humboldt,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,62.4,,,56.6,68.1,136310,06023,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-123.9261757 40.7066554)
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.5,10.9,789410,06077,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-121.272244 37.9349815)
2021,CA,California,Calaveras,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,4.0,5.3,46221,06009,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-120.5541065 38.1910682)
2021,CA,California,San Mateo,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,24.3,,,21.0,27.8,737888,06081,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-122.3715457 37.4146725)
2021,CA,California,Tulare,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.3,6.9,477054,06107,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-118.7810551 36.2288339)
2021,CA,California,Contra Costa,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.8,4.9,1161413,06013,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-121.9515431 37.919479)
2020,CA,California,Alameda,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,63.2,,,60.6,65.9,1648556,06001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-121.912488 37.6471385)
2021,CA,California,Monterey,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.9,,,4.9,7.0,437325,06053,HLTHOUT,COPD,CrdPrv,COPD,POINT (-121.3155781 36.2401044)
2021,CA,California,Colusa,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82,,,78.4,85.0,21917,06011,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.2375629 39.1777385)
2021,CA,California,Lassen,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17,,,14.8,19.5,33159,06035,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-120.6212225 40.7152866)
2021,CA,California,Amador,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.5,5.9,41259,06005,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-120.653858 38.4435493)
2020,CA,California,Riverside,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,25.4,,,21.3,29.7,2458395,06065,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-116.0022389 33.7298275)
2021,CA,California,San Joaquin,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,14.3,,,12.3,16.6,789410,06077,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-121.272244 37.9349815)
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.7,3.3,136310,06023,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-123.9261757 40.7066554)
2021,CA,California,Kings,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,17.3,24.0,153443,06031,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-119.8155301 36.072478)
2020,CA,California,Stanislaus,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,58.6,,,56.0,61.3,552999,06099,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-121.0028311 37.5623162)
2021,CA,California,Stanislaus,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.8,,,12.9,19.3,552999,06099,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-121.0028311 37.5623162)
2021,CA,California,Napa,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,8.0,10.5,136207,06055,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-122.3259045 38.5070999)
2021,CA,California,Mariposa,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.2,,,75.3,82.3,17147,06043,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-119.9117215 37.5743432)
2021,CA,California,Butte,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.5,6.0,208309,06007,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-121.6032086 39.6653362)
2021,CA,California,Merced,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.3,,,29.8,39.0,286461,06047,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-120.7228019 37.1948063)
2020,CA,California,Trinity,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,57,,,53.8,60.3,16060,06105,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-123.114666 40.6478582)
2021,CA,California,San Benito,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3.1,66677,06069,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-121.0858108 36.6116507)
2021,CA,California,Madera,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.5,,,5.6,7.3,159410,06039,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-119.7498023 37.2098213)
2021,CA,California,Tulare,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.5,,,31.4,40.1,477054,06107,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-118.7810551 36.2288339)
2021,CA,California,Modoc,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.4,,,6.1,8.8,8661,06049,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-120.7183704 41.5929185)
2021,CA,California,Orange,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.8,,,13.4,18.5,3167809,06059,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-117.7772068 33.6756872)
2021,CA,California,Placer,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.9,,,85.5,90.0,412300,06061,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-120.7227181 39.0620323)
2020,CA,California,Nevada,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,39.2,,,31.0,48.0,103487,06057,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-120.7713429 39.2975082)
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,,,3.0,3.6,136310,06023,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-123.9261757 40.7066554)
2021,CA,California,Solano,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.3,,,29.8,39.0,451716,06095,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-121.939594 38.2672255)
2021,CA,California,Riverside,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,9.8,13.0,2458395,06065,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-116.0022389 33.7298275)
2021,CA,California,San Mateo,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.2,,,11.7,17.0,737888,06081,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.3715457 37.4146725)
2021,CA,California,Tehama,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.2,6.8,65498,06103,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-122.2322737 40.1261573)
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.1,,,1.9,2.4,737888,06081,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-122.3715457 37.4146725)
2021,CA,California,San Diego,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,16.7,,,14.2,19.4,3286069,06073,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-116.7761174 33.0236041)
2020,CA,California,Lake,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82,,,79.8,84.0,68766,06033,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-122.7467569 39.0948019)
2021,CA,California,Tehama,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.4,,,12.4,16.6,65498,06103,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-122.2322737 40.1261573)
2021,CA,California,Modoc,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.6,,,76.2,82.8,8661,06049,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-120.7183704 41.5929185)
2021,CA,California,Amador,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.1,10.7,41259,06005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-120.653858 38.4435493)
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,21,,,17.9,24.3,789410,06077,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-121.272244 37.9349815)
2021,CA,California,Alpine,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.8,,,25.5,30.1,1235,06003,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-119.7983522 38.6217831)
2021,CA,California,Colusa,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.3,,,12.3,18.5,21917,06011,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.2375629 39.1777385)
2021,CA,California,Siskiyou,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.8,,,84.3,89.0,44118,06093,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-122.5332868 41.5879861)
2020,CA,California,Merced,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,33.0,35.5,286461,06047,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-120.7228019 37.1948063)
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.9,,,5.0,6.8,789410,06077,HLTHOUT,COPD,CrdPrv,COPD,POINT (-121.272244 37.9349815)
2020,CA,California,Marin,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.6,,,30.3,44.4,260206,06041,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-122.7463958 38.0513667)
2021,CA,California,Lassen,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.4,,,5.7,7.1,33159,06035,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-120.6212225 40.7152866)
2021,CA,California,Alameda,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.8,,,20.5,29.4,1648556,06001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.912488 37.6471385)
2021,CA,California,Kings,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9,,,7.8,10.3,153443,06031,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-119.8155301 36.072478)
2020,CA,California,Solano,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.3,,,80.7,83.7,451716,06095,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-121.939594 38.2672255)
2020,CA,California,Stanislaus,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.4,,,25.8,37.4,552999,06099,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-121.0028311 37.5623162)
2021,CA,California,Kern,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.6,,,5.6,7.8,917673,06029,HLTHOUT,COPD,CrdPrv,COPD,POINT (-118.7295064 35.3466288)
2021,CA,California,Madera,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.3,8.1,159410,06039,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-119.7498023 37.2098213)
2020,CA,California,Nevada,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.6,,,81.9,87.0,103487,06057,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-120.7713429 39.2975082)
2021,CA,California,San Mateo,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.8,9.2,737888,06081,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-122.3715457 37.4146725)
2021,CA,California,Tulare,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.1,,,19.8,26.7,477054,06107,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-118.7810551 36.2288339)
2020,CA,California,Santa Cruz,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29,,,27.7,30.3,267792,06087,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-122.0077889 37.0123466)
2021,CA,California,Lake,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,11.4,17.3,68766,06033,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.7467569 39.0948019)
2021,CA,California,Lake,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,81.7,,,78.3,84.9,68766,06033,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.7467569 39.0948019)
2021,CA,California,Butte,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.0,11.8,208309,06007,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-121.6032086 39.6653362)
2021,CA,California,Orange,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.1,,,2.7,3.6,3167809,06059,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-117.7772068 33.6756872)
2021,CA,California,Siskiyou,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,16.0,21.0,44118,06093,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-122.5332868 41.5879861)
2021,CA,California,El Dorado,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60.3,,,54.3,66.2,193221,06017,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-120.5342245 38.7856116)
2021,CA,California,Shasta,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10.1,13.6,182139,06089,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-122.0435558 40.7605142)
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.1,,,16.5,24.2,28100,06015,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-123.9809983 41.7499033)
2021,CA,California,Shasta,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,3.9,5.3,182139,06089,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-122.0435558 40.7605142)
2021,CA,California,Amador,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.2,23.8,41259,06005,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-120.653858 38.4435493)
2020,CA,California,Humboldt,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.4,,,58.0,64.7,136310,06023,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-123.9261757 40.7066554)
2021,CA,California,Mono,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,9.0,12.7,13247,06051,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-118.8751668 37.9158363)
2021,CA,California,Monterey,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.3,7.2,437325,06053,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-121.3155781 36.2401044)
2021,CA,California,San Luis Obispo,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.6,3.5,283159,06079,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-120.4488974 35.3881891)
2021,CA,California,Humboldt,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.9,,,6.0,7.8,136310,06023,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-123.9261757 40.7066554)
2021,CA,California,Nevada,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.3,7.4,103487,06057,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-120.7713429 39.2975082)
2021,CA,California,Monterey,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.5,437325,06053,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-121.3155781 36.2401044)
2021,CA,California,Alameda,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.1,,,20.8,29.8,1648556,06001,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-121.912488 37.6471385)
2021,CA,California,Solano,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.7,7.5,451716,06095,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-121.939594 38.2672255)
2021,CA,California,Del Norte,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.6,,,12.7,19.0,28100,06015,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-123.9809983 41.7499033)
